TransactionID,id_30,id_31,id_33,DeviceType,DeviceInfo
3043962,,chrome 63.0,,desktop,Windows
3043966,Windows 8.1,Microsoft/Windows,1366x768,mobile,Trident/7.0
3043967,,chrome 62.0 for android,,mobile,LG-K580 Build/MRA58K
3043969,Mac OS X 10.9,firefox 57.0,1280x800,desktop,rv:57.0
3043970,,chrome 62.0,,desktop,
3043971,Windows 7,ie 11.0 for desktop,1366x768,desktop,Trident/7.0
3043975,,chrome 62.0 for android,,mobile,SM-S820L
3043977,Windows 7,chrome 63.0,1366x768,desktop,Windows
3043978,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3043979,,chrome 62.0 for android,,mobile,LG-K580 Build/MRA58K
3043981,Mac OS X 10.13,firefox 57.0,2880x1800,desktop,rv:57.0
3043982,,chrome 62.0 for android,,mobile,LG-K580 Build/MRA58K
3043983,,mobile safari 11.0,,mobile,
3043984,,safari generic,,desktop,
3043986,iOS 11.1.2,mobile safari 11.0,2048x1536,mobile,iOS Device
3043988,Windows 10,edge 16.0,,desktop,Windows
3043989,iOS 10.3.3,mobile safari generic,1334x750,mobile,iOS Device
3043990,Windows 7,ie 11.0 for desktop,1600x837,desktop,Trident/7.0
3043995,Mac OS X 10_10_5,safari generic,2560x1440,desktop,MacOS
3043996,,edge 15.0,,desktop,
3044000,Windows 10,chrome 63.0,1366x768,desktop,Windows
3044004,,chrome 62.0 for android,,mobile,WAS-LX3 Build/HUAWEIWAS-LX3
3044005,Mac OS X 10_13_2,chrome 63.0,2560x1600,desktop,MacOS
3044006,,chrome 62.0 for android,,mobile,WAS-LX3 Build/HUAWEIWAS-LX3
3044008,iOS 11.0.3,mobile safari 11.0,2001x1125,mobile,iOS Device
3044010,Windows 7,chrome 62.0,1920x1080,desktop,Windows
3044012,,chrome 63.0,,desktop,Windows
3044013,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3044015,Windows 10,edge 16.0,3840x2160,desktop,Windows
3044017,Mac OS X 10_13_2,chrome 63.0,2560x1600,desktop,MacOS
3044018,,chrome generic,,mobile,Moto E (4) Build/NMA26.42-19
3044021,Mac OS X 10_13_2,safari generic,1680x1050,desktop,MacOS
3044022,,chrome 63.0,,desktop,
3044025,Windows 10,firefox 57.0,1920x1080,desktop,Windows
3044028,Android 7.0,chrome 62.0 for android,2220x1080,mobile,SM-G950U Build/NRD90M
3044030,,chrome 63.0 for ios,,mobile,
3044031,Android 7.0,android webview 4.0,5760x3240,mobile,SM-G930V Build/NRD90M
3044032,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3044033,,chrome 63.0 for android,,mobile,SM-J700M Build/MMB29K
3044034,,edge 15.0,,desktop,
3044035,,chrome 63.0 for android,,mobile,SM-J700M Build/MMB29K
3044036,Mac OS X 10_13_2,safari generic,1680x1050,desktop,MacOS
3044037,,chrome 62.0 for android,,mobile,XT1032 Build/LPBS23.13-57-2
3044038,,chrome 63.0,,desktop,
3044039,Android 7.0,chrome 63.0 for android,1920x1080,mobile,SM-G935T Build/NRD90M
3044041,,chrome 63.0,,desktop,Windows
3044042,,chrome 63.0,,desktop,
3044043,,chrome 60.0 for android,,mobile,LG-H542 Build/LRX22G
3044045,,chrome 59.0 for android,,mobile,Y635-L03 Build/HuaweiY635-L03
3044046,,chrome 63.0,,desktop,
3044047,,firefox 57.0,,desktop,rv:57.0
3044048,,chrome 63.0 for android,,mobile,SM-J700M Build/MMB29K
3044051,,firefox 57.0,,desktop,rv:57.0
3044054,,chrome 63.0,,desktop,Windows
3044055,,firefox 57.0,,desktop,rv:57.0
3044056,,firefox 57.0,,desktop,rv:57.0
3044057,,firefox 57.0,,desktop,rv:57.0
3044059,,chrome 63.0,,desktop,Windows
3044060,,firefox 57.0,,desktop,
3044061,,firefox 57.0,,desktop,rv:57.0
3044065,,firefox 57.0,,desktop,Windows
3044066,,chrome 63.0,,desktop,Windows
3044067,,chrome 63.0,,desktop,
3044068,,firefox 57.0,,desktop,rv:57.0
3044071,,firefox 57.0,,desktop,rv:57.0
3044072,,firefox 57.0,,desktop,rv:57.0
3044073,,chrome 63.0,,desktop,
3044075,,firefox 57.0,,desktop,rv:57.0
3044076,Mac OS X 10_10_5,safari generic,1920x1080,desktop,MacOS
3044077,,firefox 57.0,,desktop,rv:57.0
3044078,,chrome 63.0 for ios,,mobile,
3044079,,firefox 57.0,,desktop,rv:57.0
3044080,Android 7.0,chrome 62.0 for android,,mobile,SM-G955U Build/NRD90M
3044081,,firefox 57.0,,desktop,rv:57.0
3044082,,chrome 63.0 for ios,,mobile,
3044083,,firefox 57.0,,desktop,rv:57.0
3044084,,chrome 63.0,,desktop,Windows
3044085,,firefox 57.0,,desktop,rv:57.0
3044091,Windows 10,chrome 62.0,1600x900,desktop,Windows
3044092,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3044093,,chrome 63.0,,desktop,Windows
3044094,Mac OS X 10_12_6,safari generic,1920x1200,desktop,MacOS
3044095,,chrome 63.0 for android,,mobile,Moto C Build/NRD90M.063
3044096,Android 7.0,samsung browser 6.2,2560x1440,mobile,SAMSUNG SM-G925T Build/NRD90M
3044097,,chrome 63.0 for ios,,mobile,
3044099,,,,,
3044101,Mac OS X 10_10_5,safari generic,1920x1080,desktop,MacOS
3044102,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3044104,Android 7.0,samsung browser 6.2,2560x1440,mobile,SAMSUNG SM-G925T Build/NRD90M
3044106,,chrome 63.0,,desktop,Windows
3044107,Windows 10,chrome 63.0,3000x2000,desktop,Windows
3044108,,mobile safari generic,,mobile,
3044109,Mac OS X 10_12_6,chrome 63.0,5120x2880,desktop,MacOS
3044110,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3044111,,mobile safari generic,,mobile,
3044113,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3044114,,firefox 57.0,,desktop,Windows
3044117,Android 7.0,samsung browser 6.2,2560x1440,mobile,SAMSUNG SM-G925T Build/NRD90M
3044119,,mobile safari generic,,mobile,
3044121,,,,,
3044126,iOS 11.2.0,mobile safari 11.0,1136x640,mobile,iOS Device
3044127,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3044128,iOS 11.2.0,mobile safari 11.0,2436x1125,mobile,iOS Device
3044129,,chrome 62.0,,desktop,Windows
3044133,iOS 11.2.0,mobile safari 11.0,2436x1125,mobile,iOS Device
3044135,Windows 10,ie 11.0 for desktop,1600x900,desktop,Trident/7.0
3044137,Android 5.1.1,chrome 63.0 for android,2560x1440,mobile,SM-G920V
3044138,Mac OS X 10_13_1,chrome 63.0,2560x1600,desktop,MacOS
3044139,Android 5.1.1,chrome 62.0 for android,,mobile,KFDOWI Build/LVY48F
3044141,,mobile safari 11.0,,mobile,
3044142,,firefox 57.0,,desktop,rv:57.0
3044143,,firefox 57.0,,desktop,rv:57.0
3044144,,chrome 62.0,,desktop,Windows
3044145,,firefox 57.0,,desktop,rv:57.0
3044146,,firefox 57.0,,desktop,rv:57.0
3044147,iOS 11.1.2,mobile safari 11.0,1136x640,mobile,iOS Device
3044148,iOS 11.2.0,mobile safari 11.0,2436x1125,mobile,iOS Device
3044150,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3044151,,chrome 62.0,,desktop,Windows
3044152,,firefox 57.0,,desktop,rv:57.0
3044153,Android 7.0,chrome 62.0 for android,2560x1440,mobile,SM-G920V Build/NRD90M
3044154,,firefox 57.0,,desktop,rv:57.0
3044155,,firefox 57.0,,desktop,rv:57.0
3044157,,chrome 63.0,,desktop,Windows
3044161,Windows 7,firefox 57.0,1440x900,desktop,Windows
3044162,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3044163,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3044164,,firefox 57.0,,desktop,rv:57.0
3044170,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3044171,,chrome 62.0,,desktop,
3044174,,edge 15.0,,desktop,Windows
3044175,iOS 10.3.3,mobile safari 10.0,1136x640,mobile,iOS Device
3044176,,chrome 62.0,,desktop,
3044177,Windows 10,edge 15.0,,desktop,Windows
3044178,,chrome 63.0,,desktop,Windows
3044179,,mobile safari 10.0,,mobile,
3044180,,chrome 62.0 for android,,mobile,LG-H870 Build/NRD90U
3044182,iOS 10.3.2,mobile safari 10.0,2208x1242,mobile,iOS Device
3044184,,chrome 62.0 for android,,mobile,LG-H870 Build/NRD90U
3044185,Android 7.0,chrome 62.0 for android,2220x1080,mobile,SM-G950U Build/NRD90M
3044186,,chrome 63.0 for android,,mobile,SM-A320Y Build/NRD90M
3044188,,mobile safari 10.0,,mobile,
3044189,,edge 16.0,,desktop,Windows
3044190,,chrome 63.0,,desktop,Windows
3044191,,chrome generic,,mobile,SAMSUNG SM-G850F/G850FXXS2CQD9 Build/LRX22G
3044192,,chrome 62.0 for android,,mobile,SM-J700M Build/MMB29K
3044193,,edge 15.0,,desktop,Windows
3044194,,chrome generic,,mobile,SAMSUNG SM-G850F/G850FXXS2CQD9 Build/LRX22G
3044197,,chrome generic,,mobile,SAMSUNG SM-G850F/G850FXXS2CQD9 Build/LRX22G
3044198,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3044199,Mac OS X 10_11_6,chrome 63.0,2560x1600,desktop,MacOS
3044200,Windows 10,chrome 63.0,3840x2160,desktop,Windows
3044201,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3044202,Mac OS X 10_11_6,chrome 63.0,2560x1600,desktop,MacOS
3044203,Windows 10,chrome 63.0,3840x2160,desktop,Windows
3044204,,chrome 59.0 for android,,mobile,LG-H850
3044206,,chrome generic,,mobile,SAMSUNG SM-G850F/G850FXXS2CQD9 Build/LRX22G
3044207,Android 7.0,chrome 63.0 for android,1920x1080,mobile,SM-G930V Build/NRD90M
3044208,Windows 10,chrome 63.0,3840x2160,desktop,Windows
3044210,Windows 10,edge 16.0,,desktop,Windows
3044211,,chrome 63.0,,desktop,Windows
3044212,,chrome generic,,mobile,SAMSUNG SM-G850F/G850FXXS2CQD9 Build/LRX22G
3044214,Windows 10,chrome 63.0,1280x1024,desktop,Windows
3044215,Windows 10,edge 16.0,,desktop,Windows
3044216,iOS 11.0.1,mobile safari 11.0,2436x1125,mobile,iOS Device
3044217,,edge 15.0,,desktop,Windows
3044218,Linux,firefox 57.0,1920x1080,desktop,Linux x86_64
3044219,,chrome 62.0,,desktop,Windows
3044220,Linux,firefox 57.0,1920x1080,desktop,Linux x86_64
3044225,Linux,firefox 57.0,1920x1080,desktop,Linux x86_64
3044227,Windows 10,chrome 63.0,1093x615,desktop,Windows
3044228,Linux,firefox 57.0,1920x1080,desktop,Linux x86_64
3044229,,edge 15.0,,desktop,Windows
3044230,,edge 15.0,,desktop,Windows
3044231,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3044232,Mac OS X 10_13_2,safari generic,1920x1080,desktop,MacOS
3044234,Linux,firefox 57.0,1920x1080,desktop,Linux x86_64
3044235,Linux,firefox 57.0,1920x1080,desktop,Linux x86_64
3044236,,mobile safari 11.0,,mobile,
3044237,Windows 8.1,firefox 57.0,1366x768,desktop,Windows
3044238,Linux,firefox 57.0,1920x1080,desktop,Linux x86_64
3044240,Linux,firefox 57.0,1920x1080,desktop,Linux x86_64
3044241,,chrome 63.0,,desktop,Windows
3044243,Linux,firefox 57.0,1920x1080,desktop,Linux x86_64
3044245,,chrome 59.0 for android,,mobile,SM-J120H Build/LMY47V
3044248,Mac OS X 10_13_3,safari generic,2560x1440,desktop,MacOS
3044252,iOS 11.1.0,mobile safari 11.0,1334x750,mobile,iOS Device
3044253,iOS 10.2.0,mobile safari 10.0,2208x1242,mobile,iOS Device
3044254,,chrome 63.0,,desktop,Windows
3044255,Mac OS X 10_10_5,chrome 62.0,1280x800,desktop,MacOS
3044257,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3044259,Android 7.1.1,chrome 62.0 for android,,mobile,SM-N950U Build/NMF26X
3044261,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3044267,Windows 7,firefox 57.0,1920x1080,desktop,Windows
3044268,,mobile safari 10.0,,mobile,
3044269,iOS 11.1.2,mobile safari 11.0,2001x1125,mobile,iOS Device
3044273,Android 7.0,chrome 63.0 for android,,mobile,SM-G955U Build/NRD90M
3044274,Linux,chrome 55.0,1366x768,desktop,
3044275,Linux,chrome 55.0,1366x768,desktop,
3044278,,mobile safari 11.0,,mobile,
3044281,iOS 11.0.3,mobile safari 11.0,2208x1242,mobile,iOS Device
3044282,Mac OS X 10_10_5,safari generic,1440x900,desktop,MacOS
3044283,,chrome 63.0 for android,,mobile,Redmi
3044284,Mac OS X 10_10_5,chrome 62.0,1440x900,desktop,MacOS
3044285,Android 6.0.1,chrome 62.0 for android,1280x720,mobile,HTC
3044287,Mac OS X 10_10_5,chrome 62.0,1440x900,desktop,MacOS
3044288,,firefox 57.0,,desktop,Windows
3044289,Mac OS X 10_12_5,safari generic,1440x900,desktop,MacOS
3044291,Mac OS X 10_10_5,chrome 62.0,1440x900,desktop,MacOS
3044292,Windows 10,chrome 61.0,1366x768,desktop,Windows
3044293,Mac OS X 10_13_1,safari generic,2560x1600,desktop,MacOS
3044295,,,,,
3044296,Mac OS X 10_10_5,chrome 62.0,1440x900,desktop,MacOS
3044297,,chrome 62.0,,desktop,
3044298,,chrome 62.0,,desktop,
3044299,Windows 10,chrome 63.0,1366x768,desktop,Windows
3044302,iOS 11.2.0,mobile safari 11.0,2048x1536,mobile,iOS Device
3044304,,ie 11.0 for desktop,,desktop,rv:11.0
3044307,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3044308,Android 5.1.1,chrome 61.0 for android,1920x1080,mobile,D6708
3044310,Windows 10,chrome 62.0,1366x768,desktop,Windows
3044317,,mobile safari 11.0,,mobile,
3044318,iOS 11.0.3,mobile safari 11.0,2208x1242,mobile,iOS Device
3044320,Windows 7,firefox 57.0,1920x1080,desktop,Windows
3044321,Windows 8.1,chrome 63.0,1366x768,desktop,Windows
3044322,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3044323,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3044325,Android 7.0,samsung browser 6.2,,mobile,SAMSUNG SM-G955U Build/NRD90M
3044327,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3044333,Mac OS X 10_13_1,safari generic,2560x1600,desktop,MacOS
3044339,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3044340,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3044341,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3044342,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3044343,,edge 15.0,,desktop,Windows
3044344,Windows 7,ie 11.0 for desktop,,desktop,Trident/7.0
3044345,Windows 7,ie 11.0 for desktop,,desktop,Trident/7.0
3044346,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3044347,Windows 7,ie 11.0 for desktop,,desktop,Trident/7.0
3044348,Windows 7,ie 11.0 for desktop,,desktop,Trident/7.0
3044349,Windows 7,ie 11.0 for desktop,,desktop,Trident/7.0
3044350,,mobile safari 11.0,,mobile,
3044356,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3044358,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3044362,iOS 11.1.2,mobile safari generic,1334x750,mobile,iOS Device
3044363,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3044364,Windows 8.1,Microsoft/Windows,1920x1080,mobile,Trident/7.0
3044371,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3044372,Linux,firefox 57.0,1366x768,desktop,Linux x86_64
3044373,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3044379,iOS 11.1.2,mobile safari 11.0,1136x640,mobile,iOS Device
3044384,Mac OS X 10_13_1,safari generic,1440x900,desktop,MacOS
3044386,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3044388,iOS 10.3.2,mobile safari 10.0,2048x1536,mobile,iOS Device
3044391,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3044407,Mac OS X 10_13_2,safari generic,2880x1800,desktop,MacOS
3044408,Mac OS X 10_13_2,safari generic,1920x1080,desktop,MacOS
3044410,iOS 10.3.3,mobile safari 10.0,1334x750,mobile,iOS Device
3044411,iOS 10.3.3,mobile safari 10.0,1334x750,mobile,iOS Device
3044413,Mac OS X 10_13_2,safari generic,2880x1800,desktop,MacOS
3044415,iOS 11.1.2,mobile safari 11.0,2048x1536,mobile,iOS Device
3044417,Windows 7,ie 11.0 for desktop,1280x1024,desktop,Trident/7.0
3044420,Linux,chrome 63.0,2560x1440,desktop,
3044422,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3044423,Mac OS X 10_12_6,chrome 63.0,1280x800,desktop,MacOS
3044425,,,,,
3044427,Windows 10,ie 11.0 for desktop,1600x900,desktop,Trident/7.0
3044434,iOS 11.1.2,mobile safari 11.0,2436x1125,mobile,iOS Device
3044436,Windows 7,firefox 57.0,1920x1080,desktop,Windows
3044438,Windows 10,chrome 63.0,3840x2160,desktop,Windows
3044439,,,,,
3044440,Mac OS X 10_13_1,safari generic,1440x900,desktop,MacOS
3044441,Mac OS X 10_13_1,safari generic,3360x2100,desktop,MacOS
3044442,,chrome generic,,mobile,Moto G (4) Build/NPJS25.93-14-10
3044443,Mac OS X 10_13_1,safari generic,3360x2100,desktop,MacOS
3044447,,,,,
3044448,iOS 11.1.0,mobile safari 11.0,2208x1242,mobile,iOS Device
3044449,iOS 11.2.0,mobile safari 11.0,1334x750,mobile,iOS Device
3044452,Mac OS X 10_11_6,safari generic,2560x1440,desktop,MacOS
3044455,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3044459,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3044465,Windows 7,chrome 63.0,1366x768,desktop,Windows
3044466,iOS 11.0.3,mobile safari 11.0,2208x1242,mobile,iOS Device
3044467,Mac OS X 10_12_6,safari generic,1920x1080,desktop,MacOS
3044468,,chrome 59.0 for android,,mobile,5010G Build/MRA58K
3044470,Mac OS X 10_7_5,chrome 49.0,1440x900,desktop,MacOS
3044471,Windows 10,chrome 63.0,1366x768,desktop,Windows
3044473,Android 6.0,android webview 4.0,2560x1440,mobile,LG-H900/H90022b
3044474,Mac OS X 10_11_6,safari generic,1280x800,desktop,MacOS
3044478,iOS 10.3.3,mobile safari 10.0,1136x640,mobile,iOS Device
3044481,Windows 7,ie 11.0 for desktop,,desktop,Windows
3044483,Android 4.4.2,other,960x540,mobile,en-us
3044484,,chrome 62.0 for android,,mobile,HUAWEI TAG-L13 Build/HUAWEITAG-L13
3044485,Windows 7,chrome 63.0,1440x900,desktop,Windows
3044486,,chrome 59.0 for android,,mobile,5010G Build/MRA58K
3044490,Windows 8.1,ie 11.0 for desktop,,desktop,Trident/7.0
3044492,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3044494,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3044496,,chrome 59.0 for android,,mobile,5010G Build/MRA58K
3044498,Linux,chrome 62.0,1366x768,desktop,
3044501,Windows 7,chrome 59.0,1600x900,desktop,Windows
3044503,Mac OS X 10_12_6,safari generic,2880x1800,desktop,MacOS
3044507,Windows 10,edge 15.0,,desktop,Windows
3044509,Windows 7,firefox 57.0,1920x1080,desktop,Windows
3044510,Windows 7,chrome 62.0,1280x1024,desktop,Windows
3044512,iOS 11.1.2,mobile safari 11.0,2048x1536,mobile,iOS Device
3044515,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3044516,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3044524,iOS 11.1.2,mobile safari 11.0,2048x1536,mobile,iOS Device
3044526,iOS 10.3.3,mobile safari generic,2001x1125,mobile,iOS Device
3044527,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3044529,Mac OS X 10_11_6,safari generic,2560x1440,desktop,MacOS
3044538,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3044539,iOS 11.1.1,mobile safari 11.0,1334x750,mobile,iOS Device
3044541,Windows 7,chrome 63.0,1600x900,desktop,Windows
3044542,iOS 10.2.1,mobile safari 10.0,2001x1125,mobile,iOS Device
3044544,iOS 11.2.0,mobile safari 11.0,1136x640,mobile,iOS Device
3044547,iOS 11.1.0,mobile safari 11.0,1334x750,mobile,iOS Device
3044548,iOS 11.1.1,mobile safari 11.0,2208x1242,mobile,iOS Device
3044552,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3044553,iOS 11.1.1,mobile safari 11.0,2208x1242,mobile,iOS Device
3044554,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3044555,Windows 8.1,chrome 63.0,1280x720,desktop,Windows
3044557,,,,,
3044560,,mobile safari 11.0,,mobile,
3044564,,mobile safari 11.0,,mobile,
3044566,Windows 7,ie 11.0 for desktop,1440x900,desktop,Trident/7.0
3044567,iOS 11.1.2,mobile safari 11.0,2732x2048,mobile,iOS Device
3044573,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3044574,Linux,chrome 62.0,,desktop,
3044575,Mac OS X 10_13_1,chrome 62.0,2560x1600,desktop,MacOS
3044577,Windows 10,edge 15.0,,desktop,Windows
3044578,Windows 10,ie 11.0 for desktop,1440x900,desktop,Trident/7.0
3044586,iOS 11.2.0,mobile safari 11.0,2048x1536,mobile,iOS Device
3044589,Android 7.0,chrome 63.0 for android,2048x1536,mobile,SM-T810 Build/NRD90M
3044591,Windows 7,ie 11.0 for desktop,1680x1050,desktop,rv:11.0
3044595,Windows 8.1,ie 11.0 for desktop,1600x900,desktop,Trident/7.0
3044599,Windows 10,firefox 57.0,1920x1080,desktop,Windows
3044601,iOS 10.3.3,mobile safari 10.0,1136x640,mobile,iOS Device
3044602,,chrome 63.0,,desktop,Windows
3044603,Windows 7,ie 11.0 for desktop,1440x900,desktop,Trident/7.0
3044607,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3044608,,chrome 63.0,,desktop,Windows
3044613,Android 7.0,chrome 63.0 for android,2560x1440,mobile,SAMSUNG-SM-G920A Build/NRD90M
3044618,Windows 7,chrome 62.0,1920x1080,desktop,Windows
3044619,Mac OS X 10_11_6,chrome 62.0,2560x1600,desktop,MacOS
3044620,Windows 7,chrome 63.0,1366x768,desktop,Windows
3044622,Windows 7,chrome 63.0,1366x768,desktop,Windows
3044624,iOS 9.3.5,mobile safari 9.0,1024x768,mobile,iOS Device
3044626,iOS 11.1.2,mobile safari generic,1136x640,mobile,iOS Device
3044631,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3044634,Windows 7,firefox 57.0,1920x1080,desktop,Windows
3044636,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3044637,Mac OS X 10_12_6,chrome 61.0,1440x900,desktop,MacOS
3044639,Android 7.0,chrome 62.0 for android,1920x1080,mobile,SM-G935V Build/NRD90M
3044641,Windows 7,chrome 63.0,1280x1024,desktop,Windows
3044642,Windows 7,chrome 63.0,1366x768,desktop,Windows
3044644,Android 7.0,chrome 63.0 for android,1280x720,mobile,LGLS775 Build/NRD90U
3044645,,mobile safari 11.0,,mobile,
3044648,Android 7.0,chrome 63.0 for android,1280x720,mobile,LGLS775 Build/NRD90U
3044649,,chrome generic,,mobile,Moto G (4) Build/NPJ25.93-14.5
3044651,Mac,safari generic,1280x800,desktop,MacOS
3044656,,chrome 63.0,,desktop,Windows
3044657,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3044662,Windows 10,ie 11.0 for tablet,,desktop,Trident/7.0
3044663,Windows 7,chrome 63.0,1440x900,desktop,Windows
3044665,Windows 7,chrome 62.0,1680x1050,desktop,Windows
3044666,Mac OS X 10_12_3,chrome 63.0,2560x1440,desktop,MacOS
3044668,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3044671,Windows 7,chrome 63.0,1680x1050,desktop,Windows
3044674,,mobile safari 11.0,,mobile,
3044678,Windows 7,firefox 57.0,1920x1080,desktop,Windows
3044680,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3044686,Mac OS X 10_12_5,chrome 63.0,2880x1800,desktop,MacOS
3044687,Windows 7,chrome 63.0,1600x900,desktop,Windows
3044688,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3044689,Mac OS X 10_11_6,safari generic,1440x900,desktop,MacOS
3044692,Windows 7,ie 11.0 for desktop,,desktop,rv:11.0
3044696,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3044697,iOS,mobile safari 10.0,1334x750,mobile,iOS Device
3044698,iOS 10.3.3,mobile safari 10.0,1334x750,mobile,iOS Device
3044702,Mac OS X 10_10_5,safari generic,2880x1800,desktop,MacOS
3044703,Windows 7,ie,1280x1024,desktop,Windows NT 6.1
3044706,Windows 7,ie 11.0 for desktop,1280x1024,desktop,Trident/7.0
3044707,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3044708,iOS 10.3.3,mobile safari 10.0,1334x750,mobile,iOS Device
3044709,Windows 10,chrome 63.0,,desktop,Windows
3044712,Windows 7,chrome 61.0,1600x900,desktop,Windows
3044713,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3044714,,chrome 63.0,,desktop,Windows
3044715,Windows 7,ie 11.0 for desktop,1920x1200,desktop,Windows
3044716,Mac OS X 10_12_6,chrome 62.0,1920x1080,desktop,MacOS
3044720,iOS 11.1.0,mobile safari generic,1136x640,mobile,iOS Device
3044721,Windows 10,edge 16.0,1366x768,desktop,Windows
3044723,Windows 7,opera 49.0,1920x1080,desktop,Windows
3044724,Windows 10,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3044725,Windows 10,chrome 63.0,1366x768,desktop,Windows
3044726,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3044727,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3044729,,ie 11.0 for desktop,,desktop,rv:11.0
3044730,Windows 7,chrome 62.0,1920x1080,desktop,Windows
3044731,,chrome 63.0 for android,,mobile,SM-A300H Build/LRX22G
3044733,,ie 11.0 for desktop,,desktop,rv:11.0
3044734,Windows 7,firefox 57.0,1366x768,desktop,Windows
3044736,Windows 10,chrome 60.0,1366x768,desktop,Windows
3044737,,chrome 63.0 for android,,mobile,SM-A300H Build/LRX22G
3044738,Mac OS X 10.12,firefox 57.0,1920x1080,desktop,rv:57.0
3044740,Windows 10,edge 14.0,1920x1080,desktop,Windows
3044742,iOS 11.2.1,mobile safari generic,1334x750,mobile,iOS Device
3044743,iOS 10.2.1,mobile safari 10.0,1334x750,mobile,iOS Device
3044750,Windows 7,firefox 57.0,1366x768,desktop,Windows
3044755,iOS 10.2.1,mobile safari 10.0,1334x750,mobile,iOS Device
3044756,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3044757,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3044759,,chrome 63.0 for android,,mobile,HUAWEI CAN-L01 Build/HUAWEICAN-L01
3044760,Windows 10,chrome 63.0,1680x1050,desktop,Windows
3044762,Android 7.0,samsung browser 6.2,1920x1080,mobile,SAMSUNG SM-G935P Build/NRD90M
3044765,Mac OS X 10_10_5,chrome 62.0,1280x800,desktop,MacOS
3044767,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3044768,Windows 7,ie 11.0 for desktop,1600x900,desktop,Trident/7.0
3044770,iOS 11.1.2,mobile safari 11.0,2001x1125,mobile,iOS Device
3044771,,mobile safari 11.0,,mobile,
